period,ABBV,ABM,ABT,ADM,AWR,BDX,BKH,CBSH,CDUAF,CINF,CL,CWT,DOV,ED,EMR,FMCB,FRT,FUL,GPC,GRC,GWW,HRL,HTO,ITW,JNJ,KMB,KO,LOW,MO,MSA,MSEX,NDSN,NFG,NUE,NWN,PEP,PG,PH,PPG,RPM,SCL,SPGI,SWK,SYY,TGT,TNC,TR,UBSI,UVV,WMT
2015-01-30 00:00:00+00:00,39.0704601398,23.4723418297,36.6614227087,34.3396510944,32.4174677806,115.1942596346,34.7767974214,20.0953463422,19.982378953,37.5372353394,52.8655201631,19.8673498145,46.8307188186,47.1401573922,42.7075351105,378.2163322486,98.1305928174,36.1380299387,68.8664149027,22.2123637304,198.3244788178,20.0767641139,26.8262090587,72.920448933,74.7549431145,76.0422876565,29.5308677143,56.0119425696,26.9791956541,36.7720508698,17.6909842662,65.1228234335,44.8822776116,33.8635393356,34.0530998112,68.7495603933,62.8030323408,97.5392349407,92.9858015547,38.5680424891,33.1800335557,80.5919668343,72.5038898418,29.7500256689,54.3589562428,56.8437959185,22.0185488915,22.3370557116,23.0789388708,23.0740592674
2015-02-27 00:00:00+00:00,39.167569817,25.2772811737,38.7991866334,35.4682988541,32.996193697,122.4022434356,35.5305931317,20.8589695032,19.9874867723,39.209355306,55.4492911426,20.7245666843,48.4370864488,43.3992022839,43.7965051077,375.7656864673,96.9429512266,39.3656340338,71.1930831058,22.4701253993,200.1207063859,22.9342340551,26.5549118086,77.4402791011,77.0584383456,77.2396930753,31.0586974017,61.2444631786,28.5999797244,42.8808317227,18.9785283105,68.9534236275,45.5757134,36.4857332177,32.2382080961,72.5616494747,63.428901924,103.2939528294,98.4793236739,40.7357824451,35.6531323705,93.1950364742,76.1348908387,29.6133137817,57.124424931,57.1534440116,23.2821975775,24.7418733037,27.5326683591,22.7889596883
2015-03-31 00:00:00+00:00,37.8986700345,26.0334044124,37.9473573301,35.1127269357,32.7988578762,120.2871153563,35.2579798851,21.3756209059,19.1890921279,39.9351723088,54.2905090063,19.9747986407,46.4673340089,41.9282758841,42.8135034392,392.9202069365,101.0744590964,37.7540208284,69.503241177,23.4161536433,199.1915232487,22.2835618874,24.6935115525,76.4744339881,75.6226602045,76.0562116404,29.3227366535,61.4924499374,25.6683948322,42.2873840713,18.5705633855,70.2172261404,42.9639139691,37.1690172654,32.715811179,70.5700484304,61.0520876736,100.0020842536,94.3624210273,38.6728031561,36.156511552,93.4662150479,74.215868789,28.8841837168,61.0204549537,57.1534440116,24.7268966039,25.043243321,27.1016622796,22.4684190528
2015-04-30 00:00:00+00:00,42.2095844061,26.1886569811,38.2171846019,36.2090736839,31.5655089964,118.0085377828,34.454120312,21.5726079605,19.6433793468,37.9564025097,52.9676760821,19.4532208712,50.9043190271,42.3063177158,44.4846062757,408.4409635514,91.7778883732,36.8983433028,67.0121925073,21.1957237152,209.8517879677,21.3963228987,23.3673637305,73.6717884765,74.5702573786,77.8882070286,29.329967908,57.1014818235,25.6837897112,38.7775651047,18.578722684,71.3913972694,45.8979654452,38.209092859,32.1694497943,70.2010354183,59.7266656501,100.4903921242,92.6972510544,38.5205765887,44.2018995042,94.2797507688,76.8152920456,28.3482990468,58.6114592908,56.2091925273,22.5837045044,25.043243321,27.3222070039,21.3210955267
2015-05-29 00:00:00+00:00,43.4694745686,26.5073333063,40.0119597513,39.3586699781,31.7763115655,117.7069613393,33.6863531215,22.5322884832,18.1605262281,37.9114304688,52.5819126861,19.6073538464,50.9534051077,42.9582069595,45.9589320833,428.863011729,92.3271687704,37.198688927,67.4746027394,21.995885142,203.9759011086,22.5261747242,24.2212341291,73.8686034703,75.828107309,77.2988441711,29.6192180846,58.0302308743,26.2739267375,38.1622162539,17.9676014255,72.7132082624,45.7555357619,36.9891545688,30.791743165,71.16784951,58.8853392065,101.9188790954,96.0705762738,40.5381667382,44.8221858051,94.0749684606,79.7260234767,28.4478204855,59.367148291,55.9146342331,22.4087500473,25.2298348093,29.9132561903,20.4165322622
2015-06-30 00:00:00+00:00,43.8611502667,26.989433388,40.4071396007,35.9105972818,30.9163749527,119.1703956875,30.7745775168,23.740783565,17.6273894328,37.9551701544,51.4954769995,18.7537896772,47.4258616771,40.20732566,42.2401526343,437.3487195363,88.5123354977,35.8824683974,67.2260439874,22.0351214694,200.8525652118,22.1915496191,24.6796040976,72.640340024,73.7987551262,75.8599603335,28.6016651768,55.5342178002,25.3688312352,41.4149689144,18.5684419679,69.9991569838,42.2149296133,34.740825631,29.055832812,69.3951493339,58.7726615579,98.4490841582,96.3014243534,39.6792729397,47.1303628822,91.0827044036,82.3193661882,27.8660028437,61.096070537,57.3002227226,23.61854853,27.0279932628,33.3002106201,19.498379337
2015-07-31 00:00:00+00:00,46.0370559933,27.0633320496,41.9340834351,35.3148179822,31.8755350208,128.00406427,29.3715669954,23.9032178336,16.8886779266,41.759763735,53.8542476457,17.6704197703,43.2968788495,44.1738742004,39.4358271482,439.8289580213,94.5241812221,35.5028205365,66.7905351578,20.1203886922,194.1136285214,23.4094608604,24.0041115124,70.8043492967,75.8811127765,82.3027237855,29.9504564227,57.7575488401,28.2060323568,44.0957152016,18.7165944304,66.6020994232,38.7597426421,34.7960073372,30.1458122648,71.6329830547,58.0883545705,95.4193607739,90.9793268081,38.1860952681,42.6882107717,92.2614750927,82.5149177042,28.0281042453,61.2607297985,52.4506630094,23.7355082256,27.2295442939,33.4516085023,19.7870202266
2015-08-31 00:00:00+00:00,41.039460999,26.2832906222,37.4668502422,33.7026007622,31.3950431481,118.6403755725,28.3153365195,22.7458736701,16.7591632805,39.5813880864,49.7292751342,17.0647823699,42.1573840625,44.1273134968,36.713022463,419.9870501407,89.1964420801,32.1173793371,62.6907451414,19.0449899894,190.6222726117,24.1566974931,23.2665803359,66.8949552481,71.7221519115,76.2608433928,28.6672820482,57.5993317946,27.7910852092,39.0874204928,18.8897071289,60.0108032465,38.6808898274,34.1259437614,30.626306847,69.0903281294,53.5215647653,91.6685901795,80.2646655161,35.7256299873,39.3792472336,88.2587392281,79.4095596296,30.7761089578,58.5745348811,50.4421616991,22.71942087,25.1401319387,28.8545776407,17.9126342941
2015-09-30 00:00:00+00:00,35.7788346893,22.5535705528,33.2726146333,31.0507401999,34.4305903664,112.1056354788,29.4257418732,23.2448936817,16.1189026605,41.0470549436,50.2439070214,18.297284829,38.9113675657,46.8909697546,33.9818567098,429.908004081,94.9469860384,30.0790246882,62.7090213935,18.887398016,183.4304280086,25.0304503812,24.8937837623,65.582923956,71.2413585969,78.7131670695,29.5036949563,57.3911514715,28.519548637,34.3518952748,19.7860552704,56.7811178042,36.1154939276,29.8990543584,31.921553112,70.6463223194,54.4833928006,82.8474254548,73.8630340971,34.1287717257,36.3884183298,78.7130729274,76.2793965685,30.3129620962,59.2906049896,49.4389505279,22.8729304705,25.7461705461,29.0656657925,17.9430744265
2015-10-30 00:00:00+00:00,39.5299949263,23.4537313695,37.2788596372,34.2045065749,33.8900134645,120.437925286,32.5861263415,23.2397916418,15.8741607666,45.9528646702,52.8307403747,18.495808715,43.8450404383,46.1193905964,36.3360446548,483.6465045911,99.8456799314,33.7854868726,68.6629362007,22.5277726023,179.1562712516,26.8096833156,25.6871466269,73.2559109283,77.1024580509,86.4155652044,31.1436062164,61.7142450973,31.7017850382,37.3685365661,21.3878625972,64.2689360084,37.9581211688,33.6812250163,33.5879258506,76.5572394254,58.3670820114,89.148257401,87.8202752305,37.475155792,46.2878870992,84.3003361387,83.3583259263,32.0864687315,58.1750431363,50.9701675787,23.2695674317,26.8033968175,31.9858381086,15.8399380039
2015-11-30 00:00:00+00:00,38.6006583537,24.5025425962,37.3787137255,27.5352916512,34.9819510983,126.9702376804,30.8315855838,24.7215090336,15.4234160273,46.6242663124,52.2972573898,18.7738242548,45.1347102103,44.046012056,38.8494602498,445.6161811532,101.9540666496,35.4040598157,68.5645869091,25.3956320616,172.0398992239,29.7347368468,24.7447473718,74.8813411904,77.8281698141,86.0113156303,31.5818572028,64.0296786462,30.197169145,40.5977472758,21.4422804688,65.4327053437,33.0372225364,33.0044155301,34.3121369376,75.0364331231,57.1902646993,89.6495468549,89.3782105342,38.5163600768,45.693347128,88.0873450806,85.8595476327,31.9697906634,55.0706692506,54.9767350804,23.4968379391,28.5451093288,33.4841563907,16.2827035665
2015-12-31 00:00:00+00:00,39.3242132567,23.5115398623,37.3703925515,27.6786653266,35.0823057273,130.7708076309,33.3529943769,22.9018509209,14.4293652984,45.8366844367,53.0457260552,19.390452304,41.9910331258,45.54846653,37.163393675,451.9703159388,102.3069382692,32.4337116674,65.4293518942,21.140618032,173.7985598074,31.3857847016,24.1581086459,74.2764565975,78.9659186418,92.5697784567,31.8338006906,63.5615765569,30.815426443,37.6286582959,22.2035943676,58.0909657387,31.1769984539,32.385996795,35.5847797216,75.3852500192,60.6825082813,83.071020963,83.52898397,36.1224100677,43.6131851477,90.0139989432,84.3703957094,31.8920052847,55.1542247488,49.6706458266,23.2253921434,25.2838934879,33.2117348849,17.1059079457
2016-01-29 00:00:00+00:00,36.849144517,24.9482646773,31.6989422828,26.6750495991,37.9675013115,123.3704478247,35.4002921148,22.1427627733,15.9418853792,44.6437066771,54.0913241836,20.9070239926,40.0322277965,49.1770358257,35.7259636457,439.4155849405,105.6191341489,33.1007060121,65.6426505149,20.1045458426,168.7370488599,32.0310328519,26.5616978703,72.1847264322,80.2881672795,93.3842179844,31.8041602803,60.1434586164,32.3506392361,37.0486904777,24.2616517205,54.7223236101,33.0585576589,31.3975408134,36.8699247661,74.9174872589,62.9705220951,83.2252051636,80.4015073389,32.3985347347,39.4616382419,77.6322802815,74.5760623182,31.2052140021,55.0099016156,47.772460819,24.129704658,22.9530452372,32.7369720649,18.5179127451
2016-02-29 00:00:00+00:00,36.6544951197,26.0864305983,32.444307108,26.6309689395,35.6381078334,125.1356712647,40.5620269652,22.8695492976,15.5215297284,48.9120881415,52.5774399439,20.7467631959,41.9168348229,50.086498076,38.3341272948,420.1649974098,103.6794338134,34.3531436737,68.6745380517,20.0664381837,187.1191298651,33.8674096887,29.7284836815,75.5347004134,81.4624781916,94.7513129058,31.9597724345,56.6771945348,32.5941557481,38.1088805188,23.6059998465,65.1446814837,33.3138079386,31.6145189557,35.4079027253,73.8008922826,61.8913357696,87.2260157986,81.9025252896,33.7192393354,43.6044080929,82.2804342975,74.7499729999,34.5914617913,60.0673249624,41.2458525677,24.4973113713,23.9510037257,32.5874335482,18.5123316985
2016-03-31 00:00:00+00:00,38.3392192133,26.8424386188,35.0321467818,27.6593387355,33.0751220071,129.4220758648,43.545700436,24.3240666974,17.9269870273,51.0044707037,56.5904346745,22.4253039075,44.3650869391,54.815418977,42.6911702292,481.2646882682,109.9378353837,37.8875279021,76.2225738494,20.598683377,201.3795227497,34.4489954115,29.8022719752,82.543668436,83.7775890156,98.4966860534,34.6416475809,63.576151133,33.4734210466,42.1929098485,25.9901889816,69.1168073116,36.7852772177,38.3130973292,38.2183916969,77.8690317136,63.4484474679,95.741757262,94.5955925053,39.068092968,48.7070600635,90.75236669,83.6554053752,36.8729970393,62.9998661301,45.6239039575,26.5301921549,25.3144767815,33.9811325234,19.2538038686
2016-04-29 00:00:00+00:00,41.3386478449,26.864541852,32.7736999586,30.4245108536,35.0330751138,137.469397668,43.8788290274,25.3359911629,18.4108004519,51.511706107,57.1218029058,23.4408210381,45.3099053614,53.3702721964,42.8874334245,460.3317667837,107.1409548552,40.0364431388,73.6219848261,22.4734574908,202.3198632364,30.8259665306,28.21172431,84.2196820083,86.7818130949,91.6719955916,33.4543179914,64.0336895555,33.500131405,41.9660193302,30.817540128,69.7439850738,40.7908668448,40.3219024323,36.9101552598,78.2337578575,62.264480416,99.9996279936,93.6622787394,41.9372193243,53.9926878512,97.9681792365,88.9907135214,36.3522142864,60.8712853347,47.3343572333,27.0617071665,26.6871146233,32.943560762,18.7983919505
2016-05-31 00:00:00+00:00,42.6465755554,28.5347029868,33.3887334026,32.8398824622,33.0077576439,141.8937197187,44.1486506451,26.4777882871,19.6337411857,53.9230251779,56.7110285195,24.6142231171,46.323949228,52.8860839068,41.2054199698,453.6442800719,107.9229541969,40.8779962817,74.3507634609,24.6788818137,198.0317914011,27.5154736269,28.4464765651,85.4364033997,87.8738292786,93.026682003,33.3049683575,67.4956530398,33.9969440697,44.2640371581,31.2953908302,79.2766708536,40.4233815579,39.2931998191,39.3164051953,76.8736332793,62.9794494872,99.5364250349,91.700345741,41.6550373617,50.9857814413,102.846401904,90.4298950035,37.9619064319,53.058507002,47.7714340618,27.1756032405,27.4596545142,33.0341480052,20.0473736616
2016-06-30 00:00:00+00:00,41.9553391488,30.4637390974,33.1191297011,32.9320214824,37.0302083962,145.1363443098,45.971769684,26.039805928,18.4598777618,58.8437296893,58.9582060449,29.4948478038,48.1075080222,58.0692955155,41.316314987,495.1640020949,117.3303913891,39.3828965491,78.2027228975,21.856159952,197.0778392639,29.2666763948,32.4796244458,84.3887819016,94.5877672509,101.3851591707,34.1126728254,66.6870192332,37.1599316438,46.1621971792,36.7413817108,76.20513279,42.116130574,40.3393013039,46.4205716713,81.0944842876,65.8004687571,93.6512602318,88.6941958481,41.455850094,52.611953011,98.6611668744,88.8638710222,40.2842896774,53.860787422,47.9226657898,29.3272491278,26.0920595271,34.8700494666,20.681820073
2016-07-29 00:00:00+00:00,45.2779150385,31.2138934819,37.9359552202,34.6135586017,36.5062757352,150.6220685095,45.9790621601,25.7081925331,18.9551704111,58.6944399491,60.264332586,28.4815693222,49.5718306121,57.8094130393,44.2787961613,507.8605149692,120.2716243959,41.8119118002,78.9673717436,21.6009986538,189.7931138521,29.9843720023,34.9374528066,93.495251838,97.6523173357,95.5371499168,32.8333535268,69.6027658154,36.4809653753,49.1061027674,34.9881622516,80.4706515253,41.8421684025,43.7927569711,46.8436957856,83.3756015538,67.0373797602,98.9730440154,89.1710921484,45.272736575,56.8364639364,112.4034550816,97.2373053713,41.1179220022,58.1113308006,57.0054654503,28.2616340544,26.6415857075,36.1497879773,20.6676583228
2016-08-31 00:00:00+00:00,43.8217477573,32.2372998255,35.6216500191,33.8303243029,33.1157088511,151.6575952305,42.9776285251,27.5510932031,18.4944130999,60.5880624428,60.1914615671,25.883086313,50.6148270347,54.8000460408,42.0991108422,507.8605149692,112.6882043544,42.638092188,79.4153478353,21.7413492247,201.1527077188,30.7149149346,35.3887728967,96.2903871833,93.6802009412,94.4383436384,32.6828453741,64.7640708657,35.6133973657,51.4951591529,28.4107277954,90.2495560747,42.2494094682,39.6045235024,43.085524319,82.2905399012,68.3845499108,106.7431502255,90.5126694648,45.4980155812,62.2627367803,113.9742881922,99.3386538769,41.1734974906,54.5763442365,57.7620649627,28.9923415333,27.4067487435,36.6739629505,20.3711195071
2016-09-30 00:00:00+00:00,43.1175917481,33.3026490521,35.8505373467,32.6011146219,34.0247342095,154.3853218291,44.9682177116,26.8989519381,18.2628124322,59.6406521199,60.0295259697,27.2413328889,51.4107015564,54.8364580316,43.5615514808,507.8605149692,109.7882790493,41.7310898058,78.0934192801,20.5005873949,196.0772340393,30.4499927724,36.2094542077,97.6183432201,92.7303681681,93.695871267,32.1111635792,61.084294112,34.3993024332,51.3095113688,30.0028183252,91.072250296,40.3290781087,40.6763917224,43.3596327945,83.8477004689,70.2956517523,109.3566281548,88.3584200593,44.8221785627,64.3895595568,116.7604493573,98.7205466972,38.9107811803,53.4022413757,57.8245297325,28.0332879672,26.427374297,35.485426674,20.5650215405
2016-10-31 00:00:00+00:00,38.4889177495,32.9204395865,33.4760097436,33.6834376114,33.9652652608,144.2321225634,45.4309746073,27.2047459512,18.5098100158,55.9714314114,58.0963546997,26.316027409,46.6982866256,55.0185179852,40.5008150624,550.1822245499,103.5831336733,37.9029968393,70.4279029625,19.2278059049,181.496148142,31.0263034766,42.0536999074,92.5109749625,91.0504986355,84.9829128877,32.1718652117,56.6629325763,35.9715621839,51.5393610062,30.7350096918,91.5293026411,39.0685613341,40.182846019,42.7613737973,82.6374321069,68.5172005095,106.9348052736,79.6131933062,39.9147930014,62.9450924211,112.4151450236,91.3835342008,38.4521018286,53.4411189539,56.1736751028,27.0512070953,26.4484207856,33.3425986645,19.9662064374
2016-11-30 00:00:00+00:00,41.9527823444,37.0649780401,32.4778718384,33.654407153,36.2426635307,145.2543143677,43.4627894819,32.0281004472,17.2084654725,60.6844821491,53.105734544,29.494437077,51.0069664047,51.2987559199,45.5256851145,547.2620265889,100.152472839,42.3356743875,74.812640491,24.0714606188,202.1879527369,27.5932631438,44.6753046409,101.9681592481,87.9748024771,85.8742641286,30.8767925638,59.9785430346,34.7801265943,55.2617282823,34.8945499355,97.5623935972,42.05203299,51.1560121581,41.6705224249,77.744324828,65.091340484,121.6333509654,82.3530431646,44.4234686097,72.1175512085,110.1053495109,95.6942297266,42.5514219113,60.5573878667,67.2026710097,28.806292464,32.3765150997,33.8654991971,20.0831179575
2016-12-30 00:00:00+00:00,43.2086057633,34.4030387081,32.7679290075,35.5383688766,38.9437676995,142.8379425568,45.3788511799,33.7811437119,17.640312895,60.2776594915,53.2767019555,28.9395489699,52.6367166052,54.1736037864,44.9691166749,547.2620265889,102.0670917361,43.5249293394,74.7655055775,24.8751821753,203.6611528957,28.0526136109,46.5981657126,100.2812174965,91.0653817914,85.4495574279,31.7261913183,60.4631322555,37.1208548918,61.6360299519,36.7788898928,102.6759729147,42.547025219,49.2631201781,43.4886080456,81.262624443,66.3701177285,122.5701370125,81.3486330687,45.1959046543,72.3929785939,99.5102889856,92.5159842143,44.2454879104,56.6294682239,63.7127852981,30.4001096846,32.6704402003,39.2175399421,19.8491575929
2017-01-31 00:00:00+00:00,42.6080778815,34.1657315902,35.8642475452,34.4562586304,37.4222596551,152.9673140193,46.2739996952,33.0331785856,18.4435491008,56.1636594971,52.8824096985,29.4517533765,54.6177060731,54.6662247763,47.3163835722,534.4355728407,100.8604721167,44.4799371038,75.7593530977,26.0888017257,221.4798595774,29.3938541435,41.7036102573,104.1627540875,89.5161399868,90.6984305226,31.8103659697,62.4290436747,39.0751619521,63.4318583163,32.3849517197,104.0321571174,42.1789453752,48.0795472303,43.1791190849,80.6024578486,69.693792014,128.8124589904,85.8556014478,44.1290300233,69.3988163718,111.2064955393,100.0260008943,42.1708884234,50.5533450239,61.9678424423,28.6411096273,31.6461777508,42.1858296528,19.1656941225
2017-02-28 00:00:00+00:00,43.1170599933,34.5040899125,38.7062551912,36.831315768,38.4357556672,157.9370908186,48.3429948261,34.4882044954,17.9965462835,58.057531835,59.760889746,31.5390996527,56.5777756144,57.1697425562,48.8430424598,517.3336345098,101.0759399059,44.6437110728,74.8985402849,25.1148746112,218.4858402068,28.5436186931,40.5744828073,108.1016129488,97.2280526265,99.2493764201,32.1088033699,63.5310341829,41.1282822907,64.53944365,32.4407299498,110.2467322298,45.2963562978,51.7875240179,44.0588294907,85.7284572878,72.4544935926,136.1693622935,88.2796336344,44.9987755442,67.1776277797,120.1784234233,103.0331244823,42.3798939703,46.5031837419,63.0506018554,29.9412401044,31.610858356,41.9997156984,20.3689344338
2017-03-31 00:00:00+00:00,45.4318827484,36.8810571263,38.1309847613,36.1020604207,38.074775851,158.9013146779,49.5277260495,32.9443649859,19.2820138751,57.8958869497,59.9328517472,30.7667135388,56.7543604321,57.6298313462,48.6479953684,517.3336345098,96.6231685717,46.5863133559,72.84013157,25.3327035911,205.0926123832,28.0415749033,40.3153010708,109.0126780265,99.0897140548,99.2828636934,32.7620058014,70.228402853,39.5230559763,63.1459276349,31.8375822482,112.818298793,45.087954891,49.7408401867,43.3257374859,87.4737101923,71.4838722883,140.9885828138,90.5635448824,46.4680543854,70.2018754057,121.3572802839,107.6681970112,41.7367999799,43.6704221663,65.2046437693,29.4911614042,30.0702619162,43.8918742343,20.8504198104
2017-04-28 00:00:00+00:00,46.4341944745,36.6802393941,37.6976986691,35.8746582156,38.2638605166,161.9591081843,50.6826527138,32.2345594012,19.4145363073,57.7516879784,59.3126765624,30.6379825198,55.7160417036,58.8319988299,48.9893277783,525.0295067587,94.7341313435,47.8768052171,72.5327227256,23.0898718719,169.7944080007,28.547824435,40.8336645437,113.6375081806,98.2304857033,97.8648603223,33.3100977929,72.8107786713,39.7222760848,69.5418088326,32.8457005494,114.9857620391,41.8814314301,51.0818105936,44.0317111452,88.5841399123,70.0137224062,141.4107043193,94.6659665957,44.6391962876,75.537609877,124.5596867164,110.3260707689,42.7724903164,44.1926631272,65.7431542478,29.4911614042,28.3977148037,45.9176642698,21.7471498522
2017-05-31 00:00:00+00:00,46.4905295603,36.552847963,39.442642558,32.8537815224,39.5707725048,163.9167890128,52.1523772317,31.4015644176,20.1381076383,56.141466133,62.8694611647,29.8917897217,58.6192844649,61.9691824152,48.4379520805,524.1744098421,88.8354135617,45.9918202682,73.0056594093,19.5038012461,152.8377421078,27.3678259906,40.3460500646,116.2132587824,102.7054284362,97.84977518,35.1010462722,67.5695692264,41.7476805216,72.7726030486,30.6198905227,106.6651594973,42.925064066,48.3915407711,45.2507098598,92.0209980948,70.6230253837,139.0560217731,92.0048770898,46.0575269154,75.5570325986,132.9506396896,111.5334585431,44.1397214235,44.1118202093,63.0128350314,27.3987496847,27.2233732141,41.5103186863,22.887626635
2017-06-30 00:00:00+00:00,51.0607133962,35.2619481278,41.9909517027,32.6957546753,40.9707430542,169.6508464656,50.5999553038,33.4761238245,21.5870854031,58.4370769327,61.0334357797,31.7465472369,56.9647365206,60.4946167749,48.8476099973,536.0266138247,92.2010694035,46.3180676632,73.6533948783,20.6382142807,160.1567075849,27.7584461653,41.3034709029,118.4172786238,105.9407495347,98.1076401613,34.9069143938,66.5058867859,41.5462985404,72.8354154063,34.3303415826,111.6725677443,42.5408674327,48.512772092,44.2164079201,90.9344149052,69.8694138062,141.1312211836,95.1189947799,46.3293028441,77.8071356729,135.9110978803,114.515237847,40.7175985932,41.8242444015,66.4335317903,27.586172678,28.1398966976,40.4475545031,22.0373483936
2017-07-31 00:00:00+00:00,49.6681520834,38.0494881222,42.7157978189,33.3278620639,42.7336689313,175.120088556,52.2423727058,34.1888831036,21.3187561874,61.4295069592,59.7724237237,33.5581708564,59.6489387651,62.0215781486,48.839416839,544.6722043703,96.7531278976,46.8247766383,67.4362098643,24.4871156484,147.9229458965,27.9517932997,44.4024909849,116.3175935439,106.285103018,93.5863756662,35.6774349122,66.76069779,36.2463141691,71.929122816,34.0182475682,116.9008910611,45.1082514451,48.3451108786,46.9660771163,91.8162795228,73.3800244617,146.5708928297,91.044690802,44.2939071979,73.3694323874,142.9864067637,114.482688927,42.8547284511,45.3275947645,68.008852666,29.4463593579,24.7659805119,40.3221802587,23.2923823732
2017-08-31 00:00:00+00:00,53.4975232711,37.8874665457,44.244464028,32.8968001507,42.8225902224,173.4158414181,53.1183224316,32.3922584746,20.9445299349,61.9779846999,59.308814897,32.4583349413,60.6116821556,63.6042112925,48.7591926754,540.3494090975,92.5949975424,45.6159848501,65.7687656077,24.7658950387,145.3524929295,25.1459796907,46.7947036172,113.6723210022,106.6810307065,93.6851595964,35.4517268816,63.733177774,35.3704220151,65.7149025347,33.1081454051,100.8515571818,44.1711943723,46.1990473474,49.3478750049,91.7604186836,74.5515839802,142.675002103,90.6329385871,41.8174789952,69.2594047381,144.0642710795,117.7042344692,42.8954494017,44.1006202786,55.0549045049,29.5650946779,24.0840187297,36.0661252665,22.875360996
2017-09-29 00:00:00+00:00,63.1313402108,35.5679997664,46.3463800654,33.8442152567,42.7791596035,171.0044695628,51.9786710125,34.1760139232,20.9309604306,62.1687818381,60.3105411118,33.0650327907,65.2603868073,60.8945979242,51.8974875969,552.4532358613,91.3423839286,52.7687603187,76.555233005,26.4988568137,160.7129888914,26.2912097352,47.7221662114,122.9589033821,104.7790345407,90.1474398083,35.3125454109,68.9515527304,35.7565291819,71.7127628401,34.2326716709,109.340434822,43.4408190588,47.2982691905,47.9336825086,88.3510192164,73.5092999948,155.2052885081,94.4035190459,43.8413185953,74.899713035,145.9125653627,123.4014463737,43.9379057381,47.7237777854,59.7971235148,30.1508555898,26.9420286222,36.1291779331,22.895871759
2017-10-31 00:00:00+00:00,64.5677517173,35.9311748208,47.3301766673,32.5385339342,46.6879153034,182.105142453,49.2540739114,34.4067330755,20.496736292,56.9724882013,58.6462326787,36.4018709622,68.1881424251,64.9476964722,53.235392274,561.9633854614,88.6288069485,51.8230857171,70.6164998226,26.018834538,176.7619354873,25.6305123762,50.0070967845,130.0725030911,112.3547819808,86.1870194836,36.0735578314,69.308547698,36.2075733848,71.7037435013,37.9026372358,116.8973813299,44.5458319443,48.8090454547,49.7397175773,87.3995589,70.2855492938,161.935994369,100.9890028888,45.8222103866,71.4976223163,146.0619224765,132.0494380452,45.5733278215,47.7480400009,62.6424549207,28.2465910263,26.0717612105,36.5106465657,25.5827817159
2017-11-30 00:00:00+00:00,69.3396841711,36.6417508299,49.1978989256,32.0111314057,50.3433402507,199.1575912168,44.513210042,35.3089857648,20.5251315294,61.0808078579,60.3111363744,39.6874723918,70.1155128827,67.725707202,53.9726122802,579.0816547416,97.2254776523,51.549709144,74.4102458178,26.8990217479,199.1161604,29.9817771537,57.7920203385,140.6514895743,112.9733188185,91.7408004032,36.1990856534,72.273341108,38.2429103502,77.9122830098,40.4106946818,118.4382971624,45.1213594888,48.5305224563,51.8387561487,93.0250680209,73.2568517599,166.8653194756,101.9157688512,45.512891134,74.6070861185,154.8578368204,139.1689094495,47.3021973235,48.9433905139,59.6255003506,29.674789449,27.2321177595,33.9641324199,28.4894498481
2017-12-29 00:00:00+00:00,69.1894434192,32.292683208,49.8088361129,32.1716686745,50.5353238676,187.4522173477,45.730457283,34.8225673809,20.3741104948,61.6935394114,62.8084919178,39.469887565,72.469201167,64.6147666982,58.0276357576,590.4361969915,98.4020963971,49.0893199856,76.5902149896,25.4940318479,212.5579182797,29.9324244342,54.1444981389,139.3057685568,113.289543568,93.1788769611,36.2860836744,80.569561264,40.6273452777,70.2297695224,34.9694454629,135.3689261929,42.4547485326,53.9790326883,44.7170181384,95.7394967135,74.7954165985,177.6253691447,101.8896030569,45.0403200537,70.8906460206,158.5262119735,139.2181350262,49.7603056203,53.3147951758,65.8327142929,28.9508464458,25.4415080254,33.4229981639,29.0873038033
2018-01-31 00:00:00+00:00,80.860017062,32.7091306002,54.5089040339,34.4753784823,48.1878878254,212.7424165302,42.2613026463,36.4876149258,20.051474648,63.2817551119,62.1206939087,35.4228097883,76.2150099608,61.1235156194,60.1425761339,576.4613757609,89.5036009696,47.3852726796,83.8937340698,23.0924793444,242.6174317177,28.3921633983,50.7599368421,144.9998970648,112.0489695509,90.3524664715,37.6385074556,91.1378272176,40.0185893689,70.9454753779,32.9979783546,132.8908611506,43.1042110853,56.8486320983,43.3482602319,96.042874038,70.8230178544,179.2629614848,103.5554919615,45.1244627925,70.396916056,169.4751888336,136.3794601061,51.8185713307,61.4611324617,61.0753605415,28.4736346912,26.9423739664,30.8807607933,31.3995603588
2018-02-28 00:00:00+00:00,83.4611992184,30.2406792506,52.9041534808,33.5863991687,46.5809010179,194.4227847125,38.9945901773,36.0261410744,18.4471481595,61.3808337295,57.7109948664,33.1929964601,72.1617266519,57.4916533085,59.5697232042,567.7271124918,84.4208633648,46.0509911346,74.0347894395,21.8942048983,236.4474291236,26.8456051241,45.1443146593,134.7888718958,105.9807552802,85.6572271882,34.182313348,77.9627417208,35.8141910829,73.3878646179,31.241654866,124.2357463856,38.2177785461,55.5242016014,39.4178164097,87.6041942493,64.4084243911,159.4382835611,98.4492165956,43.0238412487,71.9050366754,179.9565780557,130.6036591126,49.1645901046,62.1407013472,58.5373578568,26.5647876727,25.9906053209,31.620612354,26.5128933199
